HOUSEID,NUMADLT,HHVEHCNT,HHFAMINC,URBAN,HOMETYPE,HOMEOWN,WTHHFIN,DRVRCNT,HHSIZE,VMT,VEH_PER_ADULT,INCOME_PER_VEHICLE
9000073040,1,4,7,4,1,1,5697.75411282959,1,1,11020.0,4.0,1.75
9000073041,1,1,4,1,3,3,14364.0320726128,1,1,60000.0,1.0,4.0
9000073049,2,2,10,1,1,1,22398.1995752748,2,4,14333.0,1.0,5.0
9000073063,2,3,6,1,1,2,13730.1894814244,2,2,3500.0,1.5,2.0
9000073074,2,2,7,1,1,1,6839.83355604235,2,2,10571.0,1.0,3.5
9000073094,2,4,9,4,1,2,3070.15007008341,2,2,13025.0,2.0,2.25
9000073097,2,2,11,1,1,2,8686.88688051949,2,2,11000.0,1.0,5.5
9000073141,2,1,3,4,1,1,4553.15321265807,2,2,225.0,0.5,3.0
9000073146,2,2,8,4,1,1,6350.5739888199,2,2,19000.0,1.0,4.0
9000073153,2,2,3,2,1,3,8749.4663369645,2,2,400000.0,1.0,1.5
9000073165,2,3,8,4,1,2,24602.5458357943,2,2,32000.0,1.5,2.6666666666666665
9000073166,2,2,8,4,1,1,11036.1497033245,2,2,31500.0,1.0,4.0
9000073176,2,2,4,1,1,2,44258.0200445919,2,2,17000.0,1.0,2.0
9000073177,2,1,10,1,3,3,22672.9409343618,2,2,3500.0,0.5,10.0
9000073179,4,2,3,1,5,3,12075.8371978907,2,6,5899.0,0.5,1.5
9000073194,2,2,8,1,1,3,10201.3920606703,2,2,10000.0,1.0,4.0
9000073216,2,2,9,1,1,2,8455.1663578338,2,4,6000.0,1.0,4.5
9000073220,2,2,2,1,1,2,4067.49421216996,2,2,9000.0,1.0,1.0
9000073226,2,2,8,1,1,1,9507.21734660611,2,2,30000.0,1.0,4.0
9000073232,1,3,8,1,1,2,23293.8519862745,1,1,35030.0,3.0,2.6666666666666665
9000073237,2,2,11,1,1,2,9570.36936066671,2,2,7600.0,1.0,5.5
9000073241,1,1,4,1,1,2,6487.84923902565,1,1,1250.0,1.0,4.0
9000073245,3,3,2,1,3,3,13463.7730901955,3,3,140.0,1.0,0.6666666666666666
9000073246,2,2,9,1,1,2,4501.61838106894,2,2,1150.0,1.0,4.5
9000073272,2,2,11,1,1,1,14085.0907895515,2,4,18000.0,1.0,5.5
9000073275,2,2,6,1,1,3,5907.09140992755,2,2,15000.0,1.0,3.0
9000073283,2,1,7,1,1,4,55599.8659332973,2,2,7500.0,0.5,7.0
9000073284,1,2,6,1,1,2,10088.3406016764,1,1,5575.0,2.0,3.0
9000073300,1,1,6,1,2,3,11334.2439429356,1,1,2667.0,1.0,6.0
9000073324,5,3,9,1,1,1,22242.4455752392,3,6,12667.0,0.6,3.0
9000073327,7,7,3,1,1,3,16537.7166724198,7,7,41500.0,1.0,0.42857142857142855
9000073337,2,4,7,1,2,3,7152.8811336932,2,2,33000.0,2.0,1.75
9000073341,1,1,8,1,3,1,10111.8434257765,1,1,10000.0,1.0,8.0
9000073352,2,2,8,1,1,1,5800.90452705992,2,3,35000.0,1.0,4.0
9000073398,1,1,3,1,3,3,12616.532057079,1,1,108000.0,1.0,3.0
9000073403,2,2,11,4,1,1,7191.64912232195,2,2,18000.0,1.0,5.5
9000073406,2,2,10,1,1,1,10932.4939836175,2,4,101400.0,1.0,5.0
9000073412,1,2,6,1,1,1,24916.4700650856,1,1,11000.0,2.0,3.0
9000073413,3,2,9,4,1,1,23740.1774136173,2,3,19000.0,0.6666666666666666,4.5
9000073444,2,1,7,1,1,1,6749.29423711404,2,2,4000.0,0.5,7.0
9000073447,2,2,10,1,1,1,10206.4139807419,2,2,13500.0,1.0,5.0
9000073451,2,2,6,1,1,1,3454.2037806857,2,2,6000.0,1.0,3.0
9000073472,4,4,6,1,1,1,4977.45822303217,3,4,18991.0,1.0,1.5
9000073475,1,1,4,4,4,1,10763.1946348096,1,1,15000.0,1.0,4.0
9000073488,1,1,10,1,1,1,22127.4709289845,1,1,20000.0,1.0,10.0
9000073489,2,3,8,1,2,1,9151.96920347099,2,2,38000.0,1.5,2.6666666666666665
9000073528,1,1,3,2,1,1,6651.81756674584,1,1,39273.0,1.0,3.0
9000073529,3,2,9,1,4,3,26741.2215663288,2,3,20000.0,0.6666666666666666,4.5
9000073533,2,2,5,4,1,1,7256.8735955889,2,2,23676.0,1.0,2.5
9000073538,2,2,6,4,1,1,6979.68144175382,2,2,32000.0,1.0,3.0
9000073545,1,0,6,1,3,1,19605.781794433,0,1,0.0,0.0,6.0
9000073546,2,2,10,2,1,1,21319.8236011572,2,2,7000.0,1.0,5.0
9000073548,1,1,6,1,1,1,29657.5897033596,1,1,6000.0,1.0,6.0
9000073551,3,1,6,1,1,3,58973.5820388618,4,8,18000.0,0.3333333333333333,6.0
9000073569,1,1,5,4,5,4,25962.0807996136,1,1,200000.0,1.0,5.0
9000073587,1,0,9,1,3,1,7413.61092020386,0,1,0.0,0.0,9.0
9000073592,2,1,1,4,4,2,13938.3897589693,1,2,-9.0,0.5,1.0
9000073599,1,3,7,1,1,2,10170.958895415,1,1,22000.0,3.0,2.3333333333333335
9000073601,2,2,8,1,1,2,6705.98573676163,2,2,7000.0,1.0,4.0
9000073615,2,1,6,1,3,3,5849.74370790789,2,2,11000.0,0.5,6.0
9000073620,2,2,7,4,1,1,75879.5229088058,2,2,30002.0,1.0,3.5
9000073636,1,2,7,4,1,1,6937.29336953322,1,1,4000.0,2.0,3.5
9000073637,1,1,7,4,1,2,5308.83808847899,1,1,14000.0,1.0,7.0
9000073640,2,2,11,4,1,2,4587.64231751497,2,2,30000.0,1.0,5.5
9000073644,1,1,5,1,3,3,25591.5824678948,1,1,8000.0,1.0,5.0
9000073647,2,2,9,1,1,2,5133.55655629666,2,2,18000.0,1.0,4.5
9000073658,2,1,6,1,2,2,7802.93631465808,2,2,19000.0,0.5,6.0
9000073673,4,3,8,1,1,2,15159.0975006624,3,4,34400.0,0.75,2.6666666666666665
9000073676,2,2,11,1,1,1,27997.2315688998,2,4,8005.0,1.0,5.5
9000073682,3,3,-7,1,1,1,5639.79618857971,3,3,30000.0,1.0,-2.3333333333333335
9000073693,2,2,11,4,1,2,15740.0920230939,2,2,24000.0,1.0,5.5
9000073705,1,1,5,2,1,1,20051.5274718968,1,4,60000.0,1.0,5.0
9000073710,1,1,7,1,1,1,6764.44786316622,1,1,5000.0,1.0,7.0
9000073758,3,2,10,1,3,3,15653.5793608025,3,3,13000.0,0.6666666666666666,5.0
9000073759,2,2,10,1,1,1,4504.33817003778,2,2,11500.0,1.0,5.0
9000073779,2,2,11,4,1,1,5789.03334695974,2,6,30000.0,1.0,5.5
9000073788,3,1,6,2,1,2,9651.84802660053,2,3,7500.0,0.3333333333333333,6.0
9000073800,1,2,-7,1,1,3,16911.831161401,1,1,12000.0,2.0,-3.5
9000073815,1,1,4,4,4,2,13093.5945059484,1,3,9000.0,1.0,4.0
9000073825,1,2,3,1,1,1,26908.9471655145,1,1,400000.0,2.0,1.5
9000073827,1,1,6,1,3,3,7546.99692564926,1,1,13704.0,1.0,6.0
9000073830,3,4,8,4,1,2,11496.0567079672,3,3,16200.0,1.3333333333333333,2.0
9000073841,2,2,8,1,1,1,15967.0504410895,2,2,16000.0,1.0,4.0
9000073848,2,2,7,1,3,3,56219.0084598052,2,2,15000.0,1.0,3.5
9000073852,2,2,10,1,1,1,6339.7643659767,2,2,22500.0,1.0,5.0
9000073856,2,2,10,2,1,2,20079.0506124284,2,2,18000.0,1.0,5.0
9000073860,2,2,8,1,1,2,5871.46035433611,2,2,12000.0,1.0,4.0
9000073868,2,4,9,1,1,2,10217.264375923,2,2,110200.0,2.0,2.25
9000073884,2,3,8,1,1,1,14650.4114403433,3,4,222000.0,1.5,2.6666666666666665
9000073889,2,2,9,1,1,1,8202.17023453482,2,2,38000.0,1.0,4.5
9000073893,2,1,4,1,4,2,5156.75063941689,2,2,1000.0,0.5,4.0
9000073897,2,2,6,4,1,1,3105.30339122695,2,2,19800.0,1.0,3.0
9000073898,2,2,6,1,1,1,58605.4796766763,2,4,2300.0,1.0,3.0
9000073905,2,4,7,1,1,2,23603.9371160079,2,2,845.0,2.0,1.75
9000073911,1,1,6,1,3,3,24216.9226568858,1,1,168000.0,1.0,6.0
9000073913,1,1,1,2,3,3,41926.8962128824,1,1,138000.0,1.0,1.0
9000073925,2,2,7,1,1,2,14856.2807549642,2,2,8000.0,1.0,3.5
9000073939,1,1,7,1,2,1,18674.5302397421,1,1,15000.0,1.0,7.0
9000073952,1,1,7,1,3,3,7164.65008300162,1,1,10000.0,1.0,7.0
9000073956,2,3,9,4,1,1,998.959629504536,2,2,24500.0,1.5,3.0
9000073975,2,2,10,1,2,2,14677.3683076256,2,2,7060.0,1.0,5.0
9000073978,2,2,5,1,1,2,10452.0825861977,2,2,9142.0,1.0,2.5
9000073986,1,0,5,1,3,3,20345.626768846,0,1,0.0,0.0,5.0
9000073990,2,4,11,2,1,1,6733.90727591346,4,6,42000.0,2.0,2.75
9000073993,2,5,8,4,1,2,7541.38087229735,2,2,16500.0,2.5,1.6
9000073996,2,2,10,1,1,2,7005.51938728246,2,2,14000.0,1.0,5.0
9000074001,4,4,10,1,1,2,73466.8679094216,4,4,32600.0,1.0,2.5
9000074006,2,2,6,1,3,3,9045.11274639954,2,2,29050.0,1.0,3.0
9000074014,2,3,8,1,1,2,7563.28894691988,2,3,25200.0,1.5,2.6666666666666665
9000074016,3,2,6,1,1,2,7284.59709812861,2,3,4600.0,0.6666666666666666,3.0
9000074037,1,2,4,1,2,2,21113.2828230694,1,1,5000.0,2.0,2.0
9000074043,2,2,9,1,1,1,12249.1901101636,2,4,15000.0,1.0,4.5
9000074050,2,3,11,1,1,1,12239.1834711022,2,4,12450.0,1.5,3.6666666666666665
9000074080,2,2,-7,4,2,2,11726.4440461923,2,2,30000.0,1.0,-3.5
9000074082,2,2,10,1,1,1,6648.5694280117,2,7,14000.0,1.0,5.0
9000074083,2,2,10,1,2,1,10333.0548815949,2,2,24000.0,1.0,5.0
9000074085,2,1,10,1,2,1,40522.8294330174,1,2,25000.0,0.5,10.0
9000074094,1,0,1,1,3,3,6898.74411247966,0,1,0.0,0.0,1.0
9000074096,1,1,8,1,3,3,13652.6064090095,1,1,4500.0,1.0,8.0
9000074105,2,1,7,4,1,3,25525.4780579052,2,3,12000.0,0.5,7.0
9000074117,2,1,1,1,1,3,14463.9227106918,1,2,50.0,0.5,1.0
9000074118,2,2,11,1,1,1,19921.5454631525,2,3,5000.0,1.0,5.5
9000074125,2,3,6,1,1,1,7986.90867881465,2,2,12030.0,1.5,2.0
9000074135,3,3,8,2,1,1,19093.6846337243,3,3,2000.0,1.0,2.6666666666666665
9000074144,2,1,6,1,3,3,6003.20669704591,2,2,10000.0,0.5,6.0
9000074147,2,2,11,1,1,2,4628.93120433025,2,2,50000.0,1.0,5.5
9000074168,1,1,8,1,3,2,4970.05613721914,1,1,34000.0,1.0,8.0
9000074185,2,2,11,1,1,1,17485.6872147966,2,4,15000.0,1.0,5.5
9000074225,4,4,11,4,1,1,28209.5397316732,4,4,19600.0,1.0,2.75
9000074239,2,2,7,4,1,1,29542.4800989695,2,2,11000.0,1.0,3.5
9000074247,1,1,5,4,4,2,9779.18495660204,1,1,20000.0,1.0,5.0
9000074255,2,2,7,1,1,1,9179.13773142719,2,5,45000.0,1.0,3.5
9000074257,1,2,9,1,1,1,10566.0344214701,1,1,7000.0,2.0,4.5
9000074261,4,3,11,1,1,1,4989.56640427814,3,4,235500.0,0.75,3.6666666666666665
9000074264,2,2,6,1,1,1,17129.8216009031,2,2,13000.0,1.0,3.0
9000074269,1,1,2,1,3,3,13963.6890840963,1,1,7000.0,1.0,2.0
9000074270,3,3,-7,4,1,1,11001.4206375316,3,4,2017.0,1.0,-2.3333333333333335
9000074272,2,2,4,1,1,2,42339.0582242293,2,2,2200.0,1.0,2.0
9000074281,1,1,6,1,1,2,15144.2032479401,1,1,3000.0,1.0,6.0
9000074285,2,3,6,1,2,2,21708.5496840034,2,2,8700.0,1.5,2.0
9000074303,1,1,1,1,3,3,52520.8881434375,1,1,200000.0,1.0,1.0
9000074305,1,1,3,4,1,2,57660.1217986079,1,1,-9.0,1.0,3.0
9000074323,2,3,8,4,1,1,32053.1533060271,2,5,418000.0,1.5,2.6666666666666665
9000074332,2,2,8,1,3,3,4997.92771803114,2,2,30000.0,1.0,4.0
9000074336,2,2,8,1,1,2,5204.2996624946,2,2,35000.0,1.0,4.0
9000074349,1,1,6,4,5,4,6159.57880348989,1,1,7000.0,1.0,6.0
9000074351,2,2,4,1,1,2,6169.46805130189,2,2,5500.0,1.0,2.0
9000074353,2,2,11,1,1,1,17840.5363762611,2,4,13000.0,1.0,5.5
9000074370,2,3,7,1,1,1,12436.2803534147,2,2,29000.0,1.5,2.3333333333333335
9000074382,3,2,8,1,1,1,27436.5997144443,3,3,15000.0,0.6666666666666666,4.0
9000074395,3,2,3,1,1,1,9858.61829265944,2,3,100.0,0.6666666666666666,1.5
9000074403,1,1,8,1,1,2,18125.3511367804,1,1,7000.0,1.0,8.0
9000074415,1,1,4,1,1,2,4360.30943748104,1,1,2500.0,1.0,4.0
9000074416,1,3,8,1,1,1,11222.9052500374,3,5,18200.0,3.0,2.6666666666666665
9000074425,1,1,8,1,1,2,9619.88985327216,1,3,20000.0,1.0,8.0
9000074427,2,2,6,1,1,2,4141.24818748862,2,2,20000.0,1.0,3.0
9000074431,2,3,11,1,1,1,37196.9735152905,2,5,33500.0,1.5,3.6666666666666665
9000074434,2,2,10,1,1,1,10943.7947663782,2,2,-18.0,1.0,5.0
9000074440,2,3,10,4,1,1,4300.7319145055,2,2,35010.0,1.5,3.3333333333333335
9000074454,3,3,11,4,1,1,8912.11265201751,3,3,134000.0,1.0,3.6666666666666665
9000074455,2,2,4,1,3,3,30337.2673936312,1,2,17000.0,1.0,2.0
9000074456,2,2,11,1,1,1,21139.7144722027,2,3,30000.0,1.0,5.5
9000074460,2,2,7,1,1,1,8187.3286947684,1,2,20000.0,1.0,3.5
9000074472,1,1,6,1,3,3,15660.7546096535,1,1,7500.0,1.0,6.0
9000074475,2,2,1,4,1,2,17956.3449829732,2,2,1999.0,1.0,0.5
9000074480,2,1,6,1,3,1,8492.28940703628,1,2,7500.0,0.5,6.0
9000074486,2,1,10,1,3,1,54235.4593416717,2,3,5000.0,0.5,10.0
9000074490,2,2,3,1,1,2,8995.2747119284,2,2,6500.0,1.0,1.5
9000074500,1,1,3,2,3,3,13474.8236929013,1,1,13000.0,1.0,3.0
9000074511,1,1,6,1,1,1,10240.6382627065,1,1,8000.0,1.0,6.0
9000074519,2,4,11,1,1,1,26383.8247193087,2,2,24400.0,2.0,2.75
9000074524,1,1,1,1,3,3,54936.1197576783,1,1,20.0,1.0,1.0
9000074532,3,1,6,1,1,3,39652.5803797265,1,5,3000.0,0.3333333333333333,6.0
9000074560,2,1,5,4,4,4,7418.40557595498,2,2,1300.0,0.5,5.0
9000074593,3,4,11,2,1,2,8835.34171410014,3,3,23000.0,1.3333333333333333,2.75
9000074595,2,1,4,4,1,2,5276.15312088352,1,2,10000.0,0.5,4.0
9000074602,2,2,10,1,1,1,8962.49122569,2,4,15000.0,1.0,5.0
9000074607,2,2,8,1,1,2,7739.2359517783,2,2,20000.0,1.0,4.0
9000074608,2,2,9,1,2,2,4636.86071244808,2,2,22000.0,1.0,4.5
9000074610,2,2,7,4,1,1,16274.6323304203,2,7,210000.0,1.0,3.5
9000074618,2,2,7,1,1,1,27827.5717478908,2,2,22000.0,1.0,3.5
9000074620,3,4,10,1,1,1,7249.39564612522,3,3,47307.0,1.3333333333333333,2.5
9000074621,2,2,10,1,3,1,23971.1654045937,2,2,12000.0,1.0,5.0
9000074639,1,1,6,4,1,2,20622.9582796219,1,1,2000.0,1.0,6.0
9000074645,2,2,6,4,1,1,9849.4606021731,2,3,28000.0,1.0,3.0
9000074648,2,2,11,1,1,2,13993.9266933374,2,2,21000.0,1.0,5.5
9000074649,2,4,7,4,1,1,23590.6985262083,2,2,4200.0,2.0,1.75
9000074661,2,1,5,1,1,2,15566.2468515741,2,2,320.0,0.5,5.0
9000074669,2,2,9,1,1,2,18677.3170773347,2,2,6400.0,1.0,4.5
9000074671,1,1,5,2,1,3,23014.8451025444,1,1,3000.0,1.0,5.0
9000074681,1,1,7,1,3,3,35730.2762853231,1,1,5000.0,1.0,7.0
9000074685,1,1,5,2,2,1,32713.8656534623,1,1,5000.0,1.0,5.0
9000074696,1,1,5,4,1,2,10253.3118669236,1,1,5000.0,1.0,5.0
9000074709,3,3,8,1,1,1,48669.603957099,3,3,5000.0,1.0,2.6666666666666665
9000074710,1,2,7,4,1,2,7262.13332881464,1,1,24000.0,2.0,3.5
9000074728,1,1,6,1,2,2,13632.3187385733,1,1,8000.0,1.0,6.0
9000074736,4,2,2,1,1,3,42339.5251859973,2,5,15000.0,0.5,1.0
9000074759,2,2,11,1,1,2,12927.5115357234,2,2,9000.0,1.0,5.5
9000074764,1,1,6,2,1,4,10026.3298167042,1,1,13000.0,1.0,6.0
9000074784,1,1,1,1,1,2,6515.31981715646,1,1,9000.0,1.0,1.0
9000074802,1,0,2,4,3,3,70122.0741609501,1,1,0.0,0.0,2.0
9000074803,1,1,7,1,1,1,18421.3737214604,1,1,15000.0,1.0,7.0
9000074806,3,1,5,2,1,3,35708.4785587893,1,3,25000.0,0.3333333333333333,5.0
9000074807,1,1,6,1,1,2,5356.12621946168,1,1,7000.0,1.0,6.0
9000074808,2,1,1,1,2,1,63162.2299646218,1,4,18450.0,0.5,1.0
9000074812,3,3,11,4,1,2,30538.5387523187,3,3,30000.0,1.0,3.6666666666666665
9000074814,3,2,7,1,3,3,21546.2501035948,2,6,21500.0,0.6666666666666666,3.5
9000074829,2,2,7,1,1,1,28415.5326861013,2,3,13333.0,1.0,3.5
9000074837,2,1,3,1,2,3,58509.1778733442,2,2,74527.0,0.5,3.0
9000074840,2,3,7,1,2,1,26059.2890886008,2,4,21000.0,1.5,2.3333333333333335
9000074841,1,1,6,1,3,3,4805.66151292483,1,1,7000.0,1.0,6.0
9000074864,1,1,1,1,3,3,9210.89585170914,1,1,7000.0,1.0,1.0
9000074873,1,1,4,1,1,1,5869.68205271209,1,1,3000.0,1.0,4.0
9000074888,2,5,8,4,1,1,9182.61819282571,2,2,8200.0,2.5,1.6
9000074895,2,2,10,1,1,1,60480.7178852509,3,4,14000.0,1.0,5.0
9000074904,2,3,8,1,1,2,9230.14004257921,2,2,22000.0,1.5,2.6666666666666665
9000074925,2,2,6,2,1,2,16301.9347437572,2,2,12500.0,1.0,3.0
9000074932,2,2,10,1,1,2,14482.3910652043,2,2,12500.0,1.0,5.0
9000074934,2,2,11,1,1,1,14683.9292126896,2,4,40000.0,1.0,5.5
9000074937,5,1,4,4,1,2,44023.9964208334,3,5,10000.0,0.2,4.0
9000074983,2,1,6,1,1,3,11694.5696300561,1,2,6000.0,0.5,6.0
9000074992,2,1,11,1,3,1,19103.3130139445,2,4,11000.0,0.5,11.0
9000074999,2,1,4,4,1,2,37899.8822892548,1,2,5200.0,0.5,4.0
9000075011,1,1,8,1,1,1,11043.2998434675,1,1,5000.0,1.0,8.0
9000075020,2,2,11,1,1,2,6770.05263514495,2,2,14000.0,1.0,5.5
9000075021,2,2,7,1,1,2,29143.107175083,2,2,4000.0,1.0,3.5
9000075024,2,5,7,4,1,2,8900.59861947504,2,2,14325.0,2.5,1.4
9000075037,2,1,9,1,1,2,16232.7556284078,1,2,6000.0,0.5,9.0
9000075043,1,1,8,1,1,1,7024.36084336246,1,1,10000.0,1.0,8.0
9000075046,2,2,8,1,3,3,22449.4470733167,2,2,11000.0,1.0,4.0
9000075065,1,1,3,1,3,3,5298.16908811736,1,1,3500.0,1.0,3.0
9000075074,3,2,3,1,1,3,27328.8315130478,2,3,7800.0,0.6666666666666666,1.5
9000075089,2,2,4,1,1,2,12196.0939899527,1,2,1900.0,1.0,2.0
9000075102,2,2,9,1,1,1,4154.09940018704,2,2,52000.0,1.0,4.5
9000075108,2,2,11,1,1,1,20616.0867748417,2,4,3200.0,1.0,5.5
9000075111,2,1,6,1,2,3,4977.56606187894,2,2,6000.0,0.5,6.0
9000075119,4,2,5,2,1,3,27458.7508638957,2,5,28714.0,0.5,2.5
9000075120,2,2,7,1,1,1,9204.75855342174,2,2,14669.0,1.0,3.5
9000075129,3,4,8,4,1,1,8265.31748281717,3,3,27020.0,1.3333333333333333,2.0
9000075133,2,4,6,1,4,2,17531.7309385672,2,2,23000.0,2.0,1.5
9000075136,2,2,5,4,1,3,18860.8871146092,2,5,2300.0,1.0,2.5
9000075137,1,1,7,1,2,1,7815.38649367841,1,1,5000.0,1.0,7.0
9000075150,1,1,7,1,3,3,25589.5081317758,1,1,25000.0,1.0,7.0
9000075162,2,3,11,1,2,3,29152.0111707988,2,2,28000.0,1.5,3.6666666666666665
9000075175,2,1,6,1,2,2,6698.82815695588,2,2,10000.0,0.5,6.0
9000075176,2,2,7,1,2,3,34211.8630930316,2,2,17000.0,1.0,3.5
9000075187,2,2,10,1,2,2,7402.55833207447,2,2,14400.0,1.0,5.0
9000075191,2,2,-7,1,1,2,13611.4063358072,2,2,4500.0,1.0,-3.5
9000075192,3,4,10,4,1,1,25330.15308078,3,4,60000.0,1.3333333333333333,2.5
9000075195,2,3,9,1,1,1,5942.40783100669,2,2,4700.0,1.5,3.0
9000075202,2,2,11,1,2,1,61152.4275023828,2,2,20000.0,1.0,5.5
9000075203,2,1,4,1,3,3,9632.10342773692,1,2,30000.0,0.5,4.0
9000075212,2,4,9,4,1,1,2424.95043349364,2,2,66000.0,2.0,2.25
9000075214,2,1,9,1,3,3,5693.17346638033,1,2,6857.0,0.5,9.0
9000075215,2,3,11,2,1,2,604.743091220194,2,2,11659.0,1.5,3.6666666666666665
9000075219,2,2,8,1,1,2,12323.3590925403,2,2,10000.0,1.0,4.0
9000075221,2,2,7,1,1,1,7814.35653901358,2,4,55000.0,1.0,3.5
9000075223,1,1,6,1,3,4,4096.18473036922,1,1,10000.0,1.0,6.0
9000075225,2,1,1,4,4,4,5411.30548398456,1,2,2400.0,0.5,1.0
9000075234,1,1,6,1,1,1,9207.73336088779,1,1,3500.0,1.0,6.0
9000075245,3,2,6,1,1,2,585.405782134891,2,3,12000.0,0.6666666666666666,3.0
9000075253,2,1,-7,1,1,2,41001.0259049412,2,2,1200.0,0.5,-7.0
9000075254,2,7,8,4,1,1,5679.13076760183,2,2,53460.0,3.5,1.1428571428571428
9000075285,2,2,7,1,1,1,7424.43912862098,2,2,27000.0,1.0,3.5
9000075286,1,1,1,1,3,3,31449.5314833366,1,1,7000.0,1.0,1.0
9000075288,4,3,11,1,1,2,28885.080704132,4,4,20000.0,0.75,3.6666666666666665
9000075293,2,1,4,1,1,1,6457.52265014524,2,2,15273.0,0.5,4.0
9000075296,1,1,7,1,3,3,30756.6279299396,1,1,4000.0,1.0,7.0
9000075299,2,2,8,4,1,1,23723.7788596249,2,4,190000.0,1.0,4.0
9000075308,1,0,3,1,3,3,21288.5023995934,0,1,0.0,0.0,3.0
9000075317,1,1,5,4,4,1,41965.8727472473,1,1,6000.0,1.0,5.0
9000075360,1,1,7,1,3,3,23995.0278815491,1,1,500.0,1.0,7.0
9000075361,1,2,6,1,1,1,22281.7069558276,1,1,4800.0,2.0,3.0
9000075372,1,1,2,2,1,1,47296.3552165319,1,1,6000.0,1.0,2.0
9000075382,2,1,2,1,3,3,21834.7483647701,2,2,15000.0,0.5,2.0
9000075392,2,2,11,4,1,1,19270.4669890604,2,5,24000.0,1.0,5.5
9000075435,1,1,2,2,3,3,9865.78271297833,1,1,4114.0,1.0,2.0
9000075440,2,2,7,2,3,3,3516.07468138087,2,2,5200.0,1.0,3.5
9000075465,3,3,11,1,1,1,15929.7316481994,3,5,20000.0,1.0,3.6666666666666665
9000075483,2,1,6,1,4,2,34013.5902168248,2,2,100000.0,0.5,6.0
9000075487,1,1,1,1,2,4,5599.45239980634,1,1,2500.0,1.0,1.0
9000075512,2,3,8,1,1,2,5330.44782147407,2,2,6850.0,1.5,2.6666666666666665
9000075514,2,3,10,4,1,1,16708.7167288113,2,3,66000.0,1.5,3.3333333333333335
9000075516,2,1,5,1,1,1,18059.4865607385,1,2,10000.0,0.5,5.0
9000075526,3,4,9,1,1,2,16762.3344788219,3,3,24500.0,1.3333333333333333,2.25
9000075538,3,1,5,1,1,1,6233.16912986739,2,8,2160.0,0.3333333333333333,5.0
9000075541,2,2,10,1,1,1,26618.3994250613,2,4,23000.0,1.0,5.0
9000075547,2,2,4,4,1,1,15923.4538518107,2,2,2000.0,1.0,2.0
9000075550,1,1,2,4,4,2,59123.7453145022,1,1,5000.0,1.0,2.0
9000075557,2,2,7,1,1,2,17889.2863825407,2,2,14500.0,1.0,3.5
9000075560,1,1,6,4,1,2,9231.46462518358,1,1,6000.0,1.0,6.0
9000075573,4,3,7,1,1,1,15279.3150145864,4,4,12634.0,0.75,2.3333333333333335
9000075591,5,5,8,2,1,1,16447.4999679605,6,7,8800.0,1.0,1.6
9000075600,1,1,9,1,1,3,12204.6152750682,0,3,15000.0,1.0,9.0
9000075601,2,2,6,1,1,2,5935.05515572458,2,2,12000.0,1.0,3.0
9000075602,2,2,9,1,1,2,27998.385690572,1,3,15000.0,1.0,4.5
9000075603,2,2,10,1,1,1,12203.3191457683,2,4,17000.0,1.0,5.0
9000075607,1,2,11,2,1,2,17570.8764486726,1,1,12250.0,2.0,5.5
9000075621,2,2,6,4,1,1,30543.5298353768,2,3,31500.0,1.0,3.0
9000075626,2,2,11,1,1,1,14158.0616102492,2,4,15714.0,1.0,5.5
9000075635,2,3,9,2,1,2,17024.7363817356,2,2,10000.0,1.5,3.0
9000075640,2,2,11,1,1,1,22902.5816124104,2,2,6500.0,1.0,5.5
9000075644,4,4,6,1,2,3,37531.8898921418,4,4,73000.0,1.0,1.5
9000075652,1,1,6,1,3,3,41749.5151604191,1,1,30000.0,1.0,6.0
9000075662,2,3,6,1,1,1,12746.8806706855,2,2,65600.0,1.5,2.0
9000075670,2,2,9,1,2,1,6470.69787801677,2,2,24000.0,1.0,4.5
9000075673,2,2,6,1,3,2,8123.28704049057,2,2,17000.0,1.0,3.0
9000075685,2,3,7,2,1,3,8292.8014759524,2,4,11200.0,1.5,2.3333333333333335
9000075695,3,4,9,1,1,1,8266.76428289423,3,4,27000.0,1.3333333333333333,2.25
9000075698,2,2,9,1,1,1,7209.4008950583,2,2,12800.0,1.0,4.5
9000075721,2,2,5,4,1,2,4969.03675026004,2,2,20000.0,1.0,2.5
9000075723,3,3,6,2,1,1,17105.4068249873,3,3,18000.0,1.0,2.0
9000075726,2,1,2,4,2,3,52451.8992217167,2,2,18000.0,0.5,2.0
9000075742,1,0,6,1,3,3,9475.78425686937,1,1,0.0,0.0,6.0
9000075747,2,2,7,4,1,1,3104.21073853392,2,2,10000.0,1.0,3.5
9000075749,2,2,6,1,1,1,14705.6303081597,2,2,36290.0,1.0,3.0
9000075750,1,1,7,1,1,3,27054.7947276999,1,1,8000.0,1.0,7.0
9000075762,2,0,10,1,3,3,5720.78328894216,2,2,0.0,0.0,10.0
9000075770,2,1,5,4,1,1,7026.98013179611,2,2,27000.0,0.5,5.0
9000075772,1,1,3,1,3,4,4732.47214242673,1,1,10000.0,1.0,3.0
9000075774,2,3,7,4,1,2,5465.82498210776,2,2,38000.0,1.5,2.3333333333333335
9000075778,2,2,-7,4,1,4,35659.9974493115,2,2,-18.0,1.0,-3.5
9000075779,3,2,10,1,1,1,10907.9932788084,3,3,27400.0,0.6666666666666666,5.0
9000075784,2,2,10,1,1,2,6581.68851716637,2,2,30000.0,1.0,5.0
