HOUSEID,NUMADLT,HHVEHCNT,HHFAMINC,URBAN,HOMETYPE,HOMEOWN,WTHHFIN,DRVRCNT,HHSIZE,VMT,VEH_PER_ADULT,INCOME_PER_VEHICLE
9000115905,1,1,7,1,3,3,10751.9844478234,1,1,8000.0,1.0,7.0
9000115907,3,3,10,1,1,3,53216.5890748216,3,3,36052.0,1.0,3.3333333333333335
9000115912,2,4,5,4,1,2,25597.1758829212,2,4,12000.0,2.0,1.25
9000115915,1,1,1,1,3,3,41505.6125568853,1,1,500.0,1.0,1.0
9000115918,1,1,6,1,2,1,20841.1686023097,1,1,12000.0,1.0,6.0
9000115932,2,2,6,1,1,1,19329.4022535298,2,2,22000.0,1.0,3.0
9000115950,2,2,6,1,1,2,12342.1813834735,2,2,45000.0,1.0,3.0
9000115952,1,1,6,1,1,1,33295.6461789614,1,1,4.0,1.0,6.0
9000115959,4,4,11,1,1,1,16155.5181936771,4,4,26000.0,1.0,2.75
9000115968,1,0,2,1,3,3,37295.179975883,0,1,0.0,0.0,2.0
9000115971,1,1,1,1,3,3,22499.3773022948,1,5,144559.0,1.0,1.0
9000116024,2,1,3,1,4,1,12394.2007968571,1,2,2000.0,0.5,3.0
9000116033,5,5,9,1,1,1,61910.9613551796,5,5,19667.0,1.0,1.8
9000116047,3,0,1,1,3,3,69449.7300240868,0,3,0.0,0.0,1.0
9000116048,1,1,6,1,3,3,31276.4677868871,1,1,25000.0,1.0,6.0
9000116050,3,3,8,4,1,2,57476.3690223478,3,5,22500.0,1.0,2.6666666666666665
9000116061,2,2,9,4,1,2,4085.24171877603,2,2,27000.0,1.0,4.5
9000116062,1,1,5,1,3,3,32383.614525049,1,1,1500.0,1.0,5.0
9000116075,2,2,10,1,1,1,12727.175622425,2,2,5200.0,1.0,5.0
9000116076,2,3,7,4,1,2,19426.3354370072,2,2,38400.0,1.5,2.3333333333333335
9000116079,1,0,2,1,3,3,55570.6642677192,0,3,0.0,0.0,2.0
9000116089,5,4,11,1,1,1,12442.8889899262,4,5,66000.0,0.8,2.75
9000116092,2,2,7,4,1,1,23203.7283692098,2,2,4500.0,1.0,3.5
9000116120,1,2,6,2,3,3,11803.5459685737,1,1,16000.0,2.0,3.0
9000116139,1,1,7,2,1,1,27898.9048763698,1,1,13500.0,1.0,7.0
9000116142,1,1,9,4,1,2,14324.3744507204,1,1,15000.0,1.0,9.0
9000116144,2,3,8,1,1,1,10458.0931741843,2,2,31500.0,1.5,2.6666666666666665
9000116153,1,1,6,4,1,3,13152.7757067634,1,1,15000.0,1.0,6.0
9000116155,2,1,11,1,1,1,33962.8361481418,2,2,600.0,0.5,11.0
9000116177,2,3,6,1,1,1,6868.60261830749,2,2,28800.0,1.5,2.0
9000116178,2,3,7,1,1,1,14945.8204907048,2,2,16702.0,1.5,2.3333333333333335
9000116189,2,2,9,1,1,1,14678.0701834974,2,2,36667.0,1.0,4.5
9000116192,4,4,10,1,2,1,24834.015080762,4,5,97441.0,1.0,2.5
9000116193,1,1,6,1,4,2,24829.1869034627,1,1,66000.0,1.0,6.0
9000116231,2,4,9,4,1,1,26148.5753661706,2,3,33000.0,2.0,2.25
9000116247,1,2,9,1,3,3,13257.5735420774,1,1,8000.0,2.0,4.5
9000116253,2,2,6,1,2,2,18012.02824863,1,2,1500.0,1.0,3.0
9000116315,2,3,4,1,1,1,34499.832719276,1,2,6600.0,1.5,1.3333333333333333
9000116319,2,1,5,1,2,4,8904.59278956497,1,2,2500.0,0.5,5.0
9000116330,5,3,6,1,1,1,33532.6241655057,3,5,22000.0,0.6,2.0
9000116336,1,1,9,1,1,1,27152.8183477187,1,1,9560.0,1.0,9.0
9000116348,2,1,7,1,1,1,10872.2779737808,1,2,2500.0,0.5,7.0
9000116375,2,1,6,1,3,3,17714.5418516071,2,2,300.0,0.5,6.0
9000116378,2,2,7,1,3,3,11906.1728859828,2,2,25000.0,1.0,3.5
9000116388,1,1,7,1,3,3,32766.8196863207,1,1,2000.0,1.0,7.0
9000116389,2,2,11,1,1,1,24328.1166359012,2,3,20000.0,1.0,5.5
9000116398,2,3,1,1,1,4,13339.021622243,2,2,15455.0,1.5,0.3333333333333333
9000116402,1,1,7,4,1,2,10447.2820987656,1,1,22000.0,1.0,7.0
9000116413,2,4,9,4,1,1,22462.1873336127,4,5,39000.0,2.0,2.25
9000116446,2,5,9,1,1,1,47781.7139606994,2,2,26691.0,2.5,1.8
9000116469,2,4,11,1,1,2,19458.0114359342,2,2,28000.0,2.0,2.75
9000116470,2,1,2,2,1,1,42275.7611133538,1,2,800.0,0.5,2.0
9000116477,2,2,5,1,1,2,11758.1636216855,2,2,16000.0,1.0,2.5
9000116484,2,2,11,1,1,2,17569.378388182,2,2,10800.0,1.0,5.5
9000116486,2,2,6,4,1,2,9721.38546518323,2,2,13000.0,1.0,3.0
9000116501,2,1,5,1,1,2,21232.0469982263,2,2,1200.0,0.5,5.0
9000116502,1,2,4,4,4,2,34563.0678910848,1,1,10600.0,2.0,2.0
9000116505,1,1,5,1,1,2,12403.1279824866,1,1,8000.0,1.0,5.0
9000116508,2,2,7,1,3,2,18804.2480504713,2,2,24000.0,1.0,3.5
9000116509,2,2,9,1,2,1,12880.5255859041,2,2,20000.0,1.0,4.5
9000116522,1,2,7,1,1,2,17670.4524542887,1,1,13333.0,2.0,3.5
9000116523,2,2,9,4,1,2,12466.8109720273,2,2,24000.0,1.0,4.5
9000116525,1,3,10,1,3,3,16401.8309734504,1,1,0.0,3.0,3.3333333333333335
9000116526,2,2,8,4,4,2,12251.2421613772,2,2,24000.0,1.0,4.0
9000116550,2,2,9,1,1,2,15330.1764631253,2,2,9000.0,1.0,4.5
9000116570,3,1,3,1,1,1,19225.4113181849,2,3,3000.0,0.3333333333333333,3.0
9000116573,1,2,5,1,1,2,23133.7416856319,1,1,1700.0,2.0,2.5
9000116585,2,1,8,4,1,2,10454.4071184528,2,2,12000.0,0.5,8.0
9000116592,2,2,6,1,1,2,12192.0474144475,2,2,12410.0,1.0,3.0
9000116624,3,2,7,1,2,1,36249.5730350081,3,3,18000.0,0.6666666666666666,3.5
9000116629,2,1,11,1,1,1,17402.179582975,2,2,4000.0,0.5,11.0
9000116630,3,4,6,1,1,1,32167.3639388162,4,5,-36.0,1.3333333333333333,1.5
9000116633,1,1,5,1,3,3,31040.7187944413,1,1,1000.0,1.0,5.0
9000116640,2,2,9,1,2,1,708.419044405292,2,2,101000.0,1.0,4.5
9000116659,1,1,2,1,3,3,6963.0527985888,1,1,7000.0,1.0,2.0
9000116672,4,5,11,1,1,2,40394.721354988,4,4,50000.0,1.25,2.2
9000116675,2,2,7,1,1,2,12214.9717898493,2,2,8000.0,1.0,3.5
9000116677,2,1,4,1,1,3,16232.7895633623,1,3,12000.0,0.5,4.0
9000116681,2,1,1,1,3,3,23110.5293767696,2,6,1500.0,0.5,1.0
9000116682,2,2,5,4,1,1,13715.8168573489,2,4,26000.0,1.0,2.5
9000116684,2,3,8,1,1,1,26678.6198766311,2,2,20500.0,1.5,2.6666666666666665
9000116693,1,2,5,1,1,2,7067.03019826296,1,1,22246.0,2.0,2.5
9000116694,2,3,7,1,1,2,59786.6242652095,2,2,-27.0,1.5,2.3333333333333335
9000116699,2,2,4,1,1,2,59497.8940866037,2,2,3200.0,1.0,2.0
9000116715,2,2,3,1,1,1,20335.1524579188,2,2,2750.0,1.0,1.5
9000116732,2,2,8,1,1,1,14796.4727015998,2,4,15818.0,1.0,4.0
9000116758,1,1,6,2,1,1,31187.2904005055,1,1,10000.0,1.0,6.0
9000116762,2,3,7,1,1,2,16473.8822879558,2,2,78500.0,1.5,2.3333333333333335
9000116763,1,1,7,1,1,2,27974.3189199032,1,1,-9.0,1.0,7.0
9000116780,1,1,3,2,3,3,14175.4754296955,1,1,7200.0,1.0,3.0
9000116784,2,1,9,1,3,3,4455.28510267747,2,2,10000.0,0.5,9.0
9000116795,2,2,9,1,1,1,47252.8315383534,2,2,201500.0,1.0,4.5
9000116806,3,2,6,4,4,2,16733.0790687966,2,3,10880.0,0.6666666666666666,3.0
9000116807,1,1,7,1,1,1,25760.3055061722,1,1,8000.0,1.0,7.0
9000116831,2,2,7,1,1,1,9285.13474350474,2,4,40000.0,1.0,3.5
9000116832,2,1,4,1,3,3,13505.8524100182,1,3,1000.0,0.5,4.0
9000116835,1,1,5,1,3,3,16780.9976923955,1,1,12000.0,1.0,5.0
9000116847,2,3,11,1,1,1,15263.7031209283,2,2,21000.0,1.5,3.6666666666666665
9000116854,2,3,9,4,1,2,58591.2220884019,2,4,18500.0,1.5,3.0
9000116855,2,4,11,4,1,1,35451.2372869832,2,4,98000.0,2.0,2.75
9000116868,2,2,8,1,1,1,52195.3691558467,2,3,19000.0,1.0,4.0
9000116880,2,3,7,4,1,3,55724.9565624891,2,5,1660.0,1.5,2.3333333333333335
9000116882,3,2,6,1,1,1,17693.4709729678,2,3,5300.0,0.6666666666666666,3.0
9000116896,1,1,3,4,1,1,12655.8576689373,1,2,20000.0,1.0,3.0
9000116904,2,2,7,4,1,1,4801.66754110147,2,2,16500.0,1.0,3.5
9000116913,4,3,9,1,1,1,15116.8758909229,3,6,7714.0,0.75,3.0
9000116917,3,4,11,1,1,1,26762.972432488,3,3,53000.0,1.3333333333333333,2.75
9000116948,1,1,6,4,4,2,11061.5752128173,1,1,15000.0,1.0,6.0
9000116951,2,2,3,2,1,3,34770.8559329684,1,6,127700.0,1.0,1.5
9000116959,1,1,3,4,1,2,5451.0507142583,1,1,1000.0,1.0,3.0
9000116961,2,2,10,1,1,1,26787.5989817752,2,5,20000.0,1.0,5.0
9000116964,1,0,1,1,1,3,69449.7300240868,0,3,0.0,0.0,1.0
9000116983,2,2,6,4,1,2,8946.49753984356,2,2,19500.0,1.0,3.0
9000116996,2,2,5,1,1,1,20431.170776997,2,2,17000.0,1.0,2.5
9000117020,1,1,4,1,1,1,21419.7889955455,1,1,10000.0,1.0,4.0
9000117023,1,2,6,1,3,3,19392.3700048458,1,1,17343.0,2.0,3.0
9000117025,2,3,9,1,1,1,14165.0874128567,3,3,32000.0,1.5,3.0
9000117031,2,2,6,1,1,1,11823.6018734459,2,2,16560.0,1.0,3.0
9000117035,2,1,6,1,1,2,24388.4560590926,1,2,12000.0,0.5,6.0
9000117040,2,2,8,1,1,1,18097.2393257545,2,2,14520.0,1.0,4.0
9000117061,3,4,10,1,1,1,37551.7008502463,3,3,13000.0,1.3333333333333333,2.5
9000117074,2,1,9,1,1,1,13997.6014246691,2,3,10000.0,0.5,9.0
9000117078,1,0,2,2,3,3,24987.7194846556,0,1,0.0,0.0,2.0
9000117080,1,1,7,1,3,3,16039.5993928185,1,1,12000.0,1.0,7.0
9000117097,2,2,7,1,1,1,26895.3098119302,2,4,30000.0,1.0,3.5
9000117113,2,2,11,1,1,1,26802.0660109389,2,3,14000.0,1.0,5.5
9000117129,2,0,8,1,3,2,11906.8894041143,1,2,0.0,0.0,8.0
9000117130,2,2,8,2,1,1,28898.2710143341,2,3,10000.0,1.0,4.0
9000117144,1,0,5,1,3,3,23368.6469030062,0,1,0.0,0.0,5.0
9000117148,2,2,11,1,2,1,56222.8534815213,2,4,8000.0,1.0,5.5
9000117149,2,2,5,4,2,3,27807.6092142583,2,4,207000.0,1.0,2.5
9000117150,2,4,11,1,1,1,13873.39451074,2,2,22750.0,2.0,2.75
9000117157,1,1,5,1,3,3,61860.0395826429,1,1,13000.0,1.0,5.0
9000117159,2,1,3,1,3,3,9605.33568735813,1,2,12000.0,0.5,3.0
9000117164,1,1,3,4,1,1,10553.404436787,1,1,200000.0,1.0,3.0
9000117167,2,3,10,4,1,2,9812.25696714859,2,2,19000.0,1.5,3.3333333333333335
9000117173,3,4,8,4,1,2,65774.0979796896,3,3,32000.0,1.3333333333333333,2.0
9000117175,2,0,11,1,3,3,41057.8642832597,1,3,0.0,0.0,11.0
9000117188,1,2,1,4,2,2,28134.2875706605,1,1,-18.0,2.0,0.5
9000117190,2,0,11,1,3,1,24433.8454203888,2,2,0.0,0.0,11.0
9000117194,2,2,9,1,3,3,4153.75616048836,2,2,32000.0,1.0,4.5
9000117208,2,2,7,1,1,1,16047.4387456724,2,5,3000.0,1.0,3.5
9000117224,1,2,4,1,1,1,17183.0646881981,2,3,21500.0,2.0,2.0
9000117244,2,5,7,1,1,1,50613.8547959047,2,2,29000.0,2.5,1.4
9000117252,2,1,4,4,4,1,21715.6597936502,2,3,10000.0,0.5,4.0
9000117266,2,2,6,1,1,2,11904.0999647039,2,2,11000.0,1.0,3.0
9000117296,1,1,10,1,3,3,15853.6100580474,1,1,5000.0,1.0,10.0
9000117300,2,4,6,4,1,1,42169.1823025061,2,3,17000.0,2.0,1.5
9000117326,2,2,10,1,1,1,14800.4460348162,2,2,17000.0,1.0,5.0
9000117328,1,1,6,1,3,1,16416.3278606043,1,1,3500.0,1.0,6.0
9000117329,1,1,6,1,2,1,17568.6851876867,1,1,6000.0,1.0,6.0
9000117331,1,1,8,1,1,1,10744.0433112769,1,3,8000.0,1.0,8.0
9000117338,1,4,10,1,1,1,16989.2020029573,1,1,257000.0,4.0,2.5
9000117340,1,1,9,1,2,3,11423.1262765984,1,1,10000.0,1.0,9.0
9000117347,2,2,3,1,1,1,13619.7551797096,2,2,14000.0,1.0,1.5
9000117348,2,2,11,1,1,1,15530.3024615702,2,2,13000.0,1.0,5.5
9000117350,1,1,1,1,3,3,26772.9896496207,1,1,1500.0,1.0,1.0
9000117375,1,1,4,1,1,2,9096.72770353949,1,1,2000.0,1.0,4.0
9000117418,1,2,7,4,1,1,33659.4083468558,1,1,20000.0,2.0,3.5
9000117419,3,3,7,1,1,1,34617.7065891833,3,5,354303.0,1.0,2.3333333333333335
9000117424,1,1,5,1,2,2,13524.3592419535,1,1,2100.0,1.0,5.0
9000117437,2,3,7,2,1,2,9806.41152147928,2,2,4991.0,1.5,2.3333333333333335
9000117440,2,2,6,1,1,1,21660.308507262,2,2,6000.0,1.0,3.0
9000117446,2,2,11,1,1,1,11275.5131682604,2,3,30000.0,1.0,5.5
9000117452,2,2,6,4,1,1,4524.66308853355,2,2,7000.0,1.0,3.0
9000117476,2,2,6,4,1,1,15330.0767267222,2,2,5500.0,1.0,3.0
9000117487,2,2,6,1,1,2,14798.6199494658,2,2,17000.0,1.0,3.0
9000117496,2,2,4,4,4,3,21491.2209318427,2,2,23000.0,1.0,2.0
9000117500,1,1,3,4,1,1,48537.3110217302,1,1,3500.0,1.0,3.0
9000117504,2,2,6,1,1,1,10760.2520028238,2,2,16000.0,1.0,3.0
9000117516,1,1,4,4,1,1,28895.7687363262,1,1,50000.0,1.0,4.0
9000117520,2,2,4,4,1,1,31521.3696060898,2,2,16000.0,1.0,2.0
9000117526,2,3,3,1,1,2,64859.440118805,2,2,310.0,1.5,1.0
9000117528,4,4,11,1,1,3,17557.9550358364,4,4,35010.0,1.0,2.75
9000117535,2,2,9,4,1,2,8692.80959813632,2,3,26000.0,1.0,4.5
9000117537,2,3,6,4,4,1,19959.8282112226,2,2,10357.0,1.5,2.0
9000117552,1,1,2,4,1,4,30951.2323178629,1,1,1000.0,1.0,2.0
9000117553,1,1,5,1,2,1,8432.27068586582,1,1,40000.0,1.0,5.0
9000117561,1,1,3,2,3,3,70424.1379501715,1,1,2000.0,1.0,3.0
9000117562,2,2,-7,1,1,1,10136.8257300142,2,4,22000.0,1.0,-3.5
9000117585,1,1,4,1,3,3,9938.58117975659,1,1,5000.0,1.0,4.0
9000117602,1,0,6,1,1,1,10463.8493187323,0,1,0.0,0.0,6.0
9000117623,2,2,6,1,1,2,12165.6331928515,2,5,12200.0,1.0,3.0
9000117627,2,3,8,1,1,2,8886.09522745223,2,2,20500.0,1.5,2.6666666666666665
9000117641,2,2,5,1,3,3,10489.5185473986,2,2,54000.0,1.0,2.5
9000117649,1,1,6,1,1,1,7571.54925320952,1,1,5000.0,1.0,6.0
9000117681,2,2,9,4,1,1,15377.5657440261,2,2,23000.0,1.0,4.5
9000117684,2,2,8,4,1,1,28329.0958363211,3,5,13000.0,1.0,4.0
9000117694,1,1,8,1,2,1,13760.6906503829,1,1,7000.0,1.0,8.0
9000117695,4,4,7,4,1,1,14851.056650024,3,4,256.0,1.0,1.75
9000117710,1,0,4,4,1,1,15348.8135336937,0,1,0.0,0.0,4.0
9000117717,2,2,8,4,1,1,31708.9041619108,2,2,13500.0,1.0,4.0
9000117721,3,3,8,4,1,1,10489.2539217518,3,5,32500.0,1.0,2.6666666666666665
9000117724,2,3,7,4,4,1,40080.9413993574,2,2,14849.0,1.5,2.3333333333333335
9000117730,1,1,5,4,4,2,27008.0920663207,1,1,25575.0,1.0,5.0
9000117734,2,1,6,4,1,2,10938.3451878627,2,2,6000.0,0.5,6.0
9000117790,2,2,11,1,1,2,9821.59566066919,2,2,13000.0,1.0,5.5
9000117791,1,1,3,4,1,2,26528.517777354,1,1,6000.0,1.0,3.0
9000117810,1,1,2,4,4,2,16633.4392870171,1,1,5000.0,1.0,2.0
9000117812,2,2,7,1,3,3,14151.2667973467,2,2,44000.0,1.0,3.5
9000117817,1,1,9,1,3,3,35358.2621734186,1,1,3500.0,1.0,9.0
9000117829,1,1,5,1,3,3,13483.1974034818,1,1,12500.0,1.0,5.0
9000117833,1,1,6,1,1,1,24930.8715487814,1,1,1000.0,1.0,6.0
9000117836,1,0,4,1,2,3,8474.48985532612,0,1,0.0,0.0,4.0
9000117837,1,1,7,1,3,3,15606.1752970118,1,1,15000.0,1.0,7.0
9000117839,3,3,8,1,1,2,11049.6378472053,3,3,24000.0,1.0,2.6666666666666665
9000117843,2,2,8,1,1,1,8605.54714891996,2,2,2600.0,1.0,4.0
9000117878,2,2,5,4,1,2,19891.4714843833,2,2,14500.0,1.0,2.5
9000117889,2,2,-7,4,4,2,10562.2436947856,2,2,7500.0,1.0,-3.5
9000117896,2,1,10,1,1,1,53021.3194135278,2,4,10000.0,0.5,10.0
9000117904,2,1,9,1,1,2,11245.2520561147,2,2,9000.0,0.5,9.0
9000117922,2,2,6,4,4,1,15417.1070490172,2,2,23000.0,1.0,3.0
9000117923,2,1,7,1,1,2,39531.564347126,2,2,7000.0,0.5,7.0
9000117927,2,3,8,4,1,1,36851.8043292823,2,2,29000.0,1.5,2.6666666666666665
9000117931,2,2,8,4,1,1,11268.3697607492,2,6,8000.0,1.0,4.0
9000117935,2,3,6,4,1,1,51919.001853396,3,4,43000.0,1.5,2.0
9000117953,2,2,9,4,1,2,8215.48612749028,2,2,16000.0,1.0,4.5
9000117955,1,2,8,1,1,1,30067.1651472517,1,1,20000.0,2.0,4.0
9000117987,2,2,6,1,1,2,7446.7212828942,2,2,8000.0,1.0,3.0
9000118012,2,4,10,4,1,1,6998.03379768619,2,2,29000.0,2.0,2.5
9000118027,3,5,8,4,1,1,5546.04353384968,3,3,70500.0,1.6666666666666667,1.6
9000118032,2,3,5,2,1,1,7702.1677778249,2,2,10020.0,1.5,1.6666666666666667
9000118035,1,1,4,2,2,2,15996.4212901862,1,1,10000.0,1.0,4.0
9000118036,2,6,7,4,1,1,10838.1966480352,2,2,15800.0,3.0,1.1666666666666667
9000118038,2,2,5,4,1,2,31583.6047997416,2,2,155176.0,1.0,2.5
9000118046,2,5,11,4,1,1,19974.4469497412,2,2,23333.0,2.5,2.2
9000118065,1,1,11,4,1,1,19664.2161322548,1,1,11500.0,1.0,11.0
9000118071,2,2,3,4,1,2,4894.05037414605,2,2,8100.0,1.0,1.5
9000118078,1,1,4,4,4,1,13205.2550220204,1,1,10000.0,1.0,4.0
9000124802,1,1,5,1,1,1,8534.90238825927,1,1,8000.0,1.0,5.0
9000124818,2,1,9,1,3,3,34637.7249106366,2,2,10000.0,0.5,9.0
9000124822,2,3,9,1,2,3,47091.670949355,2,2,34000.0,1.5,3.0
9000124839,3,3,1,1,2,2,10627.6137992611,1,3,380000.0,1.0,0.3333333333333333
9000124840,2,2,7,4,1,2,14780.4594958081,2,2,14000.0,1.0,3.5
9000124841,1,1,8,1,1,1,12349.1588199218,1,1,7000.0,1.0,8.0
9000124851,1,1,6,1,1,1,6921.40827178084,1,1,5000.0,1.0,6.0
9000124853,2,2,9,1,1,2,10316.2029625114,2,2,3500.0,1.0,4.5
9000124854,1,1,4,1,1,3,9544.23487513147,1,1,3000.0,1.0,4.0
9000124865,2,2,7,4,1,1,9785.02279977206,2,3,14000.0,1.0,3.5
9000124876,2,3,8,1,1,1,6096.25818206585,2,2,23000.0,1.5,2.6666666666666665
9000124878,2,2,4,1,1,1,20789.3560993945,2,3,7200.0,1.0,2.0
9000124879,2,2,7,1,1,2,10274.9138937867,2,2,9526.0,1.0,3.5
9000124905,1,1,8,1,3,3,32737.4405706177,1,1,20000.0,1.0,8.0
9000124907,1,1,5,1,3,1,15799.0341386623,1,1,8000.0,1.0,5.0
9000124917,1,1,4,1,1,2,26252.9051193404,1,1,2000.0,1.0,4.0
9000124927,1,1,1,1,3,3,25331.3478790667,1,1,8000.0,1.0,1.0
9000124931,1,1,5,1,1,1,14373.3941209236,1,1,8000.0,1.0,5.0
9000124933,2,1,6,4,5,2,15799.2551526439,2,3,78000.0,0.5,6.0
9000124939,2,2,11,1,1,1,17503.4029147306,2,2,9000.0,1.0,5.5
9000124945,2,2,11,1,1,2,16220.890732366,2,2,17000.0,1.0,5.5
9000124948,2,1,9,1,1,1,21680.2135140755,2,2,8000.0,0.5,9.0
9000124957,1,1,8,1,1,3,23447.027644482,1,1,2100.0,1.0,8.0
9000124960,2,2,9,1,1,1,10927.2043364798,2,2,27500.0,1.0,4.5
9000124980,2,2,7,2,1,1,35594.0549629173,2,4,35000.0,1.0,3.5
9000124982,1,1,7,1,1,1,33180.030892678,1,1,-9.0,1.0,7.0
9000124984,1,1,7,1,1,1,21328.8106821542,1,3,35000.0,1.0,7.0
9000124986,1,1,8,1,3,3,18273.6761707414,1,1,5000.0,1.0,8.0
9000124987,2,2,6,1,1,1,10898.8271107576,2,2,591.0,1.0,3.0
9000125003,2,2,9,1,1,1,24221.3886665839,2,2,17868.0,1.0,4.5
9000125030,2,2,6,2,1,1,8230.13740329131,2,2,31914.0,1.0,3.0
9000125047,3,3,6,4,4,1,22940.4312272311,3,3,25600.0,1.0,2.0
9000125122,3,5,9,4,1,2,14956.74061578,3,3,37700.0,1.6666666666666667,1.8
9000125124,1,1,6,1,2,1,5154.49694397455,1,1,6960.0,1.0,6.0
9000125134,1,1,8,1,1,1,8143.67666597759,1,1,4500.0,1.0,8.0
9000125140,1,1,7,1,2,2,68476.4810183499,1,1,9000.0,1.0,7.0
9000125144,1,1,5,1,1,2,25886.5694063972,1,1,15000.0,1.0,5.0
9000125146,2,2,5,1,1,2,8646.47069889044,2,2,600.0,1.0,2.5
9000125157,2,2,8,1,1,2,13484.7457799787,2,2,13700.0,1.0,4.0
9000125158,4,2,11,1,1,1,23499.7306761274,2,4,8100.0,0.5,5.5
9000125166,2,2,9,1,1,1,2932.38762272842,2,2,20000.0,1.0,4.5
9000125177,2,2,6,1,1,1,10496.681624429,2,2,22000.0,1.0,3.0
9000125178,1,1,7,4,1,1,20046.8129153433,1,1,12000.0,1.0,7.0
9000125196,1,2,7,1,1,2,30617.2541498736,2,4,56001.0,2.0,3.5
9000125211,2,4,8,4,1,1,6143.68650108937,2,3,41000.0,2.0,2.0
9000125216,2,2,8,2,1,1,14933.7505505442,2,2,21500.0,1.0,4.0
9000125235,2,2,8,1,1,2,17138.8864383801,2,3,105000.0,1.0,4.0
9000125237,2,0,4,2,3,4,58219.6674602269,0,3,0.0,0.0,4.0
9000125257,2,1,7,1,2,2,11667.9624512715,1,2,3700.0,0.5,7.0
9000125261,1,0,6,1,3,3,15220.0216511604,0,2,0.0,0.0,6.0
9000125281,1,0,3,1,1,1,10564.3564485348,1,1,0.0,0.0,3.0
9000125285,1,1,4,1,2,3,21845.6188904692,0,2,200000.0,1.0,4.0
9000125291,2,2,6,1,1,3,7811.97422882854,2,2,1400.0,1.0,3.0
9000125292,2,2,5,1,1,2,2933.44187578339,2,2,16000.0,1.0,2.5
9000125299,1,1,9,1,3,1,12326.1076700885,1,1,10000.0,1.0,9.0
9000125315,2,3,7,4,1,1,17796.6076588102,2,2,18000.0,1.5,2.3333333333333335
9000125324,2,4,11,1,1,1,22996.5591442809,3,4,31150.0,2.0,2.75
9000125331,1,7,11,4,1,2,22343.9361311283,1,1,23000.0,7.0,1.5714285714285714
9000125335,2,2,6,1,3,3,20831.6538158185,2,5,27000.0,1.0,3.0
9000125339,1,1,5,1,2,2,14218.4883947638,1,1,2500.0,1.0,5.0
9000125347,2,3,8,1,1,1,19250.691933237,2,2,30000.0,1.5,2.6666666666666665
9000125360,1,1,5,1,2,3,49691.0270958321,1,2,10000.0,1.0,5.0
9000125363,1,0,3,1,3,3,33121.3513104063,1,1,0.0,0.0,3.0
9000125364,2,6,6,4,1,2,14608.7998994385,2,2,39641.0,3.0,1.0
9000125397,1,1,5,1,2,3,60210.1357028191,1,2,7636.0,1.0,5.0
9000125406,1,2,6,4,1,2,10677.6757565711,1,1,25000.0,2.0,3.0
9000125417,2,2,11,1,1,2,22342.517333263,2,3,7000.0,1.0,5.5
9000125428,1,1,7,1,3,3,17794.330148076,1,1,3000.0,1.0,7.0
9000125447,2,2,10,1,1,1,11272.8369102262,2,2,11500.0,1.0,5.0
9000125476,2,3,9,1,3,3,21228.4957935656,2,4,23143.0,1.5,3.0
9000125509,2,2,6,1,1,2,14744.6320645103,2,2,21000.0,1.0,3.0
9000125519,2,2,6,1,2,1,31963.4490207386,2,2,36000.0,1.0,3.0
9000125530,3,3,7,1,1,1,16722.6509904119,3,5,42500.0,1.0,2.3333333333333335
9000125533,1,1,6,1,2,1,8678.55222073531,1,1,120000.0,1.0,6.0
9000125588,1,1,3,1,2,3,7832.25086053498,1,1,300.0,1.0,3.0
9000125590,1,5,11,1,1,1,65923.8001417147,1,1,16800.0,5.0,2.2
9000125601,3,3,6,1,3,3,28722.2560119675,2,3,41000.0,1.0,2.0
9000125603,1,1,7,1,1,1,17701.8277280399,1,1,6000.0,1.0,7.0
9000125619,1,2,5,1,1,2,9874.97427731251,1,1,4025.0,2.0,2.5
9000125622,2,2,6,1,4,2,12612.1882891804,1,2,7000.0,1.0,3.0
9000125625,3,2,9,1,1,1,66018.2163690458,2,3,10000.0,0.6666666666666666,4.5
9000125641,2,2,11,1,1,1,10600.7759411105,2,2,25000.0,1.0,5.5
9000125644,2,2,7,4,4,3,28675.8494287159,2,2,25000.0,1.0,3.5
9000125647,2,2,4,4,1,2,8408.61626860597,2,2,20500.0,1.0,2.0
9000125649,2,2,8,1,1,2,10132.7661963296,2,2,15200.0,1.0,4.0
9000125652,2,3,8,1,1,1,6481.09441610489,2,2,9300.0,1.5,2.6666666666666665
9000125662,2,2,11,1,1,1,11626.3445390298,2,2,25000.0,1.0,5.5
9000125675,2,3,8,4,1,1,9036.90504801558,2,3,13000.0,1.5,2.6666666666666665
9000125681,1,2,5,1,1,2,18137.1406909134,1,1,6000.0,2.0,2.5
9000125692,3,3,11,1,1,1,15960.0317577701,3,3,43600.0,1.0,3.6666666666666665
9000125696,2,2,8,4,1,1,11161.9208303636,2,4,30000.0,1.0,4.0
9000125715,4,4,8,1,1,2,10381.8419899487,4,4,44000.0,1.0,2.0
9000125725,2,1,3,2,1,2,16689.1211132193,1,2,200.0,0.5,3.0
9000125728,3,3,11,2,1,2,28623.9077586014,3,3,30000.0,1.0,3.6666666666666665
9000125766,1,1,6,1,3,3,47057.2629929152,1,1,2000.0,1.0,6.0
9000125792,3,3,5,1,1,1,41973.0807537536,4,6,19000.0,1.0,1.6666666666666667
9000125796,2,1,2,4,2,3,28090.7591822655,2,2,1000.0,0.5,2.0
